P1,P2,Surface,PointServer,PointWinner,P1Score,P2Score
N. Djokovic,H. Hurkacz,clay,2,1,15,0
N. Djokovic,H. Hurkacz,clay,2,2,15,15
N. Djokovic,H. Hurkacz,clay,2,1,30,15
N. Djokovic,H. Hurkacz,clay,2,1,40,15
N. Djokovic,H. Hurkacz,clay,2,1,0,0
N. Djokovic,H. Hurkacz,clay,1,1,15,0
N. Djokovic,H. Hurkacz,clay,1,1,30,0
N. Djokovic,H. Hurkacz,clay,1,2,30,15
N. Djokovic,H. Hurkacz,clay,1,1,40,15
N. Djokovic,H. Hurkacz,clay,1,1,0,0
N. Djokovic,H. Hurkacz,clay,2,1,15,0
N. Djokovic,H. Hurkacz,clay,2,2,15,15
N. Djokovic,H. Hurkacz,clay,2,2,15,30
N. Djokovic,H. Hurkacz,clay,2,2,15,40
N. Djokovic,H. Hurkacz,clay,2,1,30,40
N. Djokovic,H. Hurkacz,clay,2,2,0,0
N. Djokovic,H. Hurkacz,clay,1,1,15,0
N. Djokovic,H. Hurkacz,clay,1,1,30,0
N. Djokovic,H. Hurkacz,clay,1,1,40,0
N. Djokovic,H. Hurkacz,clay,1,1,0,0
N. Djokovic,H. Hurkacz,clay,2,2,0,15
N. Djokovic,H. Hurkacz,clay,2,2,0,30
N. Djokovic,H. Hurkacz,clay,2,1,15,30
N. Djokovic,H. Hurkacz,clay,2,2,15,40
N. Djokovic,H. Hurkacz,clay,2,2,0,0
N. Djokovic,H. Hurkacz,clay,1,1,15,0
N. Djokovic,H. Hurkacz,clay,1,2,15,15
N. Djokovic,H. Hurkacz,clay,1,1,30,15
N. Djokovic,H. Hurkacz,clay,1,1,40,15
N. Djokovic,H. Hurkacz,clay,1,2,40,30
N. Djokovic,H. Hurkacz,clay,1,2,40,40
N. Djokovic,H. Hurkacz,clay,1,1,AD,40
N. Djokovic,H. Hurkacz,clay,1,1,0,0
N. Djokovic,H. Hurkacz,clay,2,1,15,0
N. Djokovic,H. Hurkacz,clay,2,1,30,0
N. Djokovic,H. Hurkacz,clay,2,2,30,15
N. Djokovic,H. Hurkacz,clay,2,2,30,30
N. Djokovic,H. Hurkacz,clay,2,1,40,30
N. Djokovic,H. Hurkacz,clay,2,2,40,40
N. Djokovic,H. Hurkacz,clay,2,1,AD,40
N. Djokovic,H. Hurkacz,clay,2,2,40,40
N. Djokovic,H. Hurkacz,clay,2,2,40,AD
N. Djokovic,H. Hurkacz,clay,2,2,0,0
N. Djokovic,H. Hurkacz,clay,1,1,15,0
N. Djokovic,H. Hurkacz,clay,1,2,15,15
N. Djokovic,H. Hurkacz,clay,1,1,30,15
N. Djokovic,H. Hurkacz,clay,1,1,40,15
N. Djokovic,H. Hurkacz,clay,1,1,0,0
N. Djokovic,H. Hurkacz,clay,2,2,0,15
N. Djokovic,H. Hurkacz,clay,2,2,0,30
N. Djokovic,H. Hurkacz,clay,2,2,0,40
N. Djokovic,H. Hurkacz,clay,2,2,0,0
N. Djokovic,H. Hurkacz,clay,1,1,15,0
N. Djokovic,H. Hurkacz,clay,1,1,30,0
N. Djokovic,H. Hurkacz,clay,1,1,40,0
N. Djokovic,H. Hurkacz,clay,1,1,0,0
N. Djokovic,H. Hurkacz,clay,2,2,0,15
N. Djokovic,H. Hurkacz,clay,2,2,0,30
N. Djokovic,H. Hurkacz,clay,2,2,0,40
N. Djokovic,H. Hurkacz,clay,2,2,0,0
N. Djokovic,H. Hurkacz,clay,1,1,15,0
N. Djokovic,H. Hurkacz,clay,1,1,30,0
N. Djokovic,H. Hurkacz,clay,1,1,40,0
N. Djokovic,H. Hurkacz,clay,1,1,0,0
N. Djokovic,H. Hurkacz,clay,2,1,15,0
N. Djokovic,H. Hurkacz,clay,2,1,30,0
N. Djokovic,H. Hurkacz,clay,2,1,40,0
N. Djokovic,H. Hurkacz,clay,2,2,40,15
N. Djokovic,H. Hurkacz,clay,2,1,0,0
N. Djokovic,H. Hurkacz,clay,1,1,15,0
N. Djokovic,H. Hurkacz,clay,1,1,30,0
N. Djokovic,H. Hurkacz,clay,1,1,40,0
N. Djokovic,H. Hurkacz,clay,1,1,0,0
N. Djokovic,H. Hurkacz,clay,2,1,15,0
N. Djokovic,H. Hurkacz,clay,2,2,15,15
N. Djokovic,H. Hurkacz,clay,2,1,30,15
N. Djokovic,H. Hurkacz,clay,2,1,40,15
N. Djokovic,H. Hurkacz,clay,2,1,0,0
N. Djokovic,H. Hurkacz,clay,1,2,0,15
N. Djokovic,H. Hurkacz,clay,1,2,0,30
N. Djokovic,H. Hurkacz,clay,1,2,0,40
N. Djokovic,H. Hurkacz,clay,1,1,15,40
N. Djokovic,H. Hurkacz,clay,1,2,0,0
N. Djokovic,H. Hurkacz,clay,2,1,15,0
N. Djokovic,H. Hurkacz,clay,2,1,30,0
N. Djokovic,H. Hurkacz,clay,2,1,40,0
N. Djokovic,H. Hurkacz,clay,2,1,0,0
N. Djokovic,H. Hurkacz,clay,1,1,15,0
N. Djokovic,H. Hurkacz,clay,1,2,15,15
N. Djokovic,H. Hurkacz,clay,1,1,30,15
N. Djokovic,H. Hurkacz,clay,1,1,40,15
N. Djokovic,H. Hurkacz,clay,1,2,40,30
N. Djokovic,H. Hurkacz,clay,1,1,0,0
N. Djokovic,H. Hurkacz,clay,2,2,0,15
N. Djokovic,H. Hurkacz,clay,2,1,15,15
